MJD,mag,mag_err
55234.9036458,7.89157,0.02868
55208.1112615,7.82954,0.02704
55234.9043171,7.75078,0.0268
55208.1126504,7.79874,0.02724
55208.113368,7.86474,0.02595
55208.1140393,7.83024,0.02813
55208.1147453,7.80894,0.02684
55208.1154282,7.85594,0.02714
55208.1161342,7.84944,0.02773
55208.1168402,7.84794,0.02763
55208.1175115,7.86874,0.02951
55208.1182407,7.78504,0.02734
55208.1189004,7.84684,0.02823
55208.1195949,7.86634,0.02655
55208.1202893,7.88014,0.02773
55208.1209953,7.82434,0.02684
55208.1216782,7.80544,0.02724
55208.1223726,7.84944,0.02862
55208.1230787,7.78414,0.02842
55208.1237615,7.86594,0.02655
55235.881412,7.65652,0.0167
55235.8821064,7.66562,0.01621
55235.8828356,7.67222,0.0169
55235.8835069,7.63532,0.01651
55235.8848726,7.65362,0.01621
55235.8855902,7.64912,0.01651
55235.8862847,7.64322,0.0167
55235.8869675,7.66852,0.01573
55235.8876736,7.66012,0.01592
55235.8883449,7.63352,0.01621
55235.8890625,7.69312,0.0166
55235.8904398,7.70682,0.01699
55235.8911226,7.65912,0.01739
55235.8918171,7.62752,0.0167
55235.8925231,7.65762,0.01699
55235.8932291,7.65672,0.0168
55147.0904513,7.818,0.02324
55147.0911574,7.7926,0.02552
55147.0918402,7.80061,0.02343
55147.0925115,7.7619,0.02383
55147.0932175,7.7581,0.02334
55124.2084953,7.99701,0.03117
55124.2092013,8.04791,0.02998
55124.2098958,8.13321,0.02898
55124.2105671,8.03011,0.02898
55124.2112615,8.01921,0.02998
55124.2119791,8.08071,0.03077
55267.9869675,7.73063,0.02245
55267.9876736,7.69353,0.02254
55267.993912,7.77803,0.02411
55267.994618,7.87403,0.02489
55208.8973726,7.69829,0.02239
55208.8980787,7.68499,0.02219
55208.9835069,7.74579,0.01982
55208.9841782,7.71819,0.02022
55208.9848726,7.63419,0.01953
55208.9855902,7.65089,0.01904
55208.9862847,7.59569,0.01855
55208.986956,7.73539,0.01982
55208.999456,7.66129,0.01816
55209.0001736,7.60109,0.01659
55209.0008564,7.62639,0.01796
55209.0015856,7.60199,0.01953
55209.0022337,7.71429,0.01904
55209.0029282,7.61129,0.01767
55209.0036342,7.61069,0.01816
55209.0043402,7.63999,0.01816
55209.0050231,7.68679,0.01855
55209.0057291,7.57969,0.01679
55209.0064004,7.64439,0.01796
55209.007118,7.68349,0.01835
55209.0078009,7.68999,0.01816
55209.0085069,7.69069,0.01767
55209.0091782,7.64249,0.01796
55209.0098842,7.74599,0.01904
55209.0105902,7.76419,0.01943
55209.0112615,7.74659,0.01924
55209.0119675,7.68089,0.01816
55209.0126504,7.71229,0.01894
55209.0133449,7.61479,0.01786
55209.0140625,7.54719,0.01708
55209.0147337,7.50599,0.01679
55209.0154282,7.54699,0.01688
55209.0161342,7.55089,0.01669
55209.0168171,7.57429,0.01698
55209.0175347,7.65059,0.01806
55209.018206,7.76749,0.01845
55209.018912,7.69939,0.01786
55209.0195949,7.83009,0.02051
55209.0203009,7.99279,0.02199
55209.0209837,8.05539,0.02258
55209.0216782,7.83179,0.01943
55209.0223958,7.90709,0.02101
55209.0230671,7.80809,0.01865
55209.0237731,7.68839,0.01904
55209.0244791,7.74129,0.01874
55209.0251736,7.63349,0.01767
55209.0258564,7.78539,0.01973
55209.0265393,7.67079,0.01747
55209.0272569,7.60779,0.01727
55209.0279282,7.71709,0.01924
55209.0286226,7.72979,0.01865
55209.0293171,7.78029,0.01992
55209.0300115,7.68819,0.01767
55209.0307175,7.70739,0.01865
55209.0314236,7.59119,0.01679
55209.0320949,7.62909,0.01688
55209.0327893,7.68439,0.01757
55209.0335069,7.66629,0.01796
55209.0341782,7.65129,0.01776
55209.0348958,7.57419,0.01708
55209.0355902,7.58569,0.01737
55209.0362615,7.64789,0.01747
55209.036956,7.71409,0.01835
55209.0376504,7.74629,0.01982
55209.0383796,7.68979,0.01825
55209.0390277,7.70059,0.01816
55209.0397569,7.71799,0.01825
55209.0404513,8.01459,0.02189
55209.0411805,8.05299,0.02347
55209.1661226,7.42089,0.01669
55209.1668402,7.41019,0.0163
55192.0328009,7.57108,0.09639
55209.1675347,7.40729,0.01639
55209.168206,7.44539,0.01688
55209.1689004,7.41299,0.0163
55209.169618,7.42599,0.016
55209.170324,7.42669,0.01679
55209.1710069,7.42269,0.01639
55209.1717013,7.41649,0.01659
55209.1723726,7.40069,0.0162
55209.1730787,7.38469,0.01581
55209.1737962,7.36349,0.01639
55209.1744791,7.42079,0.01669
55209.1751504,7.37479,0.0161
55209.1758449,7.40969,0.01639
55209.1765393,7.36809,0.0162
55209.1772453,7.40609,0.01581
55209.1779282,7.33949,0.01679
55209.1786226,7.34719,0.01591
55236.8717013,7.7925,0.01946
55209.1793287,7.38599,0.01639
55236.8723726,7.8454,0.02075
55209.1800115,7.43119,0.01639
55236.8730787,7.7998,0.01986
55209.1807175,7.34979,0.01591
55236.8737847,7.7142,0.01818
55209.1814004,7.33709,0.01561
55209.182118,7.33879,0.0163
55236.8751967,7.7776,0.01838
55209.1827893,7.39059,0.016
55236.875868,7.7409,0.01818
55209.1835069,7.34309,0.0161
55236.8765509,7.6939,0.0173
55209.1841782,7.35029,0.0162
55236.8772337,7.7208,0.01887
55209.1848726,7.37299,0.0162
55236.8779513,7.7703,0.01848
55209.1855787,7.38609,0.016
55236.8786342,7.8853,0.01986
55209.1862615,7.38799,0.01639
55236.8793402,7.9627,0.02243
55209.186956,7.37999,0.0162
55236.8800115,7.9195,0.02312
55209.187662,7.36939,0.0161
55236.881412,7.7298,0.01808
55209.1883449,7.35799,0.0161
55236.882118,7.6543,0.0174
55209.1890625,7.35269,0.01571
55236.8827893,7.7016,0.01779
55209.1897453,7.37569,0.01561
55236.8834953,7.7057,0.01828
55209.1904282,7.37439,0.0162
55236.8841782,7.7923,0.02006
55209.1911458,7.31209,0.01552
55209.1918171,7.36599,0.0163
55209.1925115,7.40839,0.01552
55209.193206,7.34369,0.01552
55209.1939004,7.34719,0.01571
55209.1945949,7.39539,0.01591
55209.195405,7.39199,0.01523
55209.1959837,7.38079,0.0161
55209.1966898,7.35399,0.01561
55209.1973726,7.34079,0.01591
55209.1980787,7.33539,0.01571
55209.1987615,7.34689,0.01571
55209.199456,7.33869,0.01561
55209.2001504,7.38759,0.01513
55209.2008564,7.38339,0.0163
55209.2015625,7.38109,0.0162
55192.1196064,8.35628,0.03863
55209.2022569,7.37119,0.0162
55192.1202893,8.58478,0.03863
55209.2029166,7.35119,0.01581
55192.1216782,7.94668,0.02397
55209.2036342,7.35889,0.01649
55192.1223726,7.98908,0.02436
55209.2043171,7.35899,0.0163
55209.2050347,7.34509,0.01591
55209.2057175,7.38079,0.0162
55209.2064004,7.35679,0.01591
55209.2070949,7.36239,0.016
55209.2077893,7.33469,0.01591
55275.9466782,7.40939,0.01581
55275.9473726,7.44519,0.0162
55275.9480902,7.44029,0.0162
55275.9487615,7.39699,0.01542
55275.949456,7.41799,0.01571
55275.9508449,7.39749,0.01601
55275.9515625,7.43469,0.01669
55275.9522569,7.40719,0.01591
55275.9529282,7.44019,0.0163
55275.9536226,7.45369,0.0165
55275.9543171,7.43749,0.0163
55275.9550115,7.42359,0.0161
55275.955706,7.43139,0.0161
55275.9564004,7.43229,0.0164
55275.9570949,7.43419,0.0166
55275.9578009,7.41349,0.0164
55275.9584837,7.44359,0.0166
55275.9696064,7.54939,0.01689
55276.1001504,7.44979,0.01709
55276.100868,7.52849,0.01689
55237.0848958,7.6777,0.01573
55209.8987731,8.49083,0.10941
55209.8994791,8.63143,0.10732
55209.900162,8.95363,0.14569
55209.9036226,8.35983,0.08225
55209.9077893,8.38593,0.07197
55209.9084837,8.79993,0.122
55209.9091782,8.78713,0.14049
55209.9098958,9.57963,0.21636
55209.9105902,9.68443,0.18457
55209.9112731,9.52063,0.21356
55209.9119791,9.45943,0.19316
55209.9133564,8.14893,0.06679
55209.9147453,8.41643,0.07646
55209.9154513,8.21263,0.061
55209.9161226,7.89233,0.04597
55209.9168402,8.08663,0.06858
55209.9175231,7.99533,0.04478
55209.918206,8.15913,0.05164
55209.9189236,8.26063,0.06629
55209.9196064,8.11633,0.061
55209.9203125,8.24893,0.07038
55209.9216782,7.33713,0.02834
55209.9223958,7.57383,0.03743
55209.9230902,7.92133,0.05911
55209.9237847,8.26493,0.06848
55209.924456,8.34913,0.07157
55209.925162,8.13143,0.05851
55209.9258449,8.10993,0.05831
55209.9272337,8.75553,0.08475
55209.9279398,8.46463,0.06868
55209.9286458,8.63463,0.08235
55209.9293171,8.42013,0.07038
55209.9300231,7.88973,0.04299
55209.9307291,7.93313,0.04905
55209.9314004,7.81743,0.03952
55209.9321296,7.57383,0.03367
55209.9328125,7.64323,0.03436
55209.9334837,7.91603,0.04895
55209.9341898,8.09973,0.0608
55209.9348958,8.70453,0.09863
55209.9355787,8.85393,0.11801
55209.9362847,9.02483,0.11801
55209.936956,8.25993,0.08535
55209.9383564,8.02583,0.04826
55209.9390393,7.90923,0.04259
55209.9397337,7.79813,0.04756
55209.9404398,8.12973,0.05732
55209.9411226,8.09513,0.05134
55209.9418171,8.02583,0.04885
55209.9425115,8.19893,0.06838
55209.943206,8.05483,0.05313
55209.943912,8.04593,0.05393
55209.944618,8.24673,0.05493
55209.9452893,7.79523,0.04687
55209.9459837,7.74973,0.04269
55209.9466898,7.75593,0.04239
55209.9473726,7.65653,0.0417
55209.9480902,7.64333,0.04071
55209.94875,7.52103,0.03367
55209.9494675,7.45123,0.03436
55209.9501504,7.56223,0.03555
55209.9508449,7.57203,0.03525
55209.9515972,7.65113,0.0411
55209.9522569,7.51433,0.03496
55209.9529282,7.88853,0.04388
55209.9536458,8.05043,0.04925
55209.9543171,7.81703,0.041
55209.9550347,7.60293,0.03634
55209.955706,7.60033,0.03258
55209.9564004,7.71553,0.03704
55209.957118,7.47103,0.03684
55209.9578125,7.51583,0.03288
55209.9584837,7.43763,0.03239
55209.9591782,7.25913,0.02716
55209.9598958,7.17663,0.02598
55209.9605671,7.28833,0.02923
55209.9612615,7.18973,0.02736
55209.961956,7.32893,0.02814
55209.9626504,7.27013,0.02844
55209.963368,7.18363,0.02746
55209.9640393,7.23683,0.02598
55209.9647337,7.19333,0.02618
55209.9654398,7.08133,0.02647
55209.9661458,7.19103,0.02539
55209.9668402,7.56073,0.03733
55209.9689236,7.62293,0.03644
55209.9695949,7.53463,0.03783
55209.9703009,7.46883,0.03387
55209.9709837,7.59693,0.03872
55209.9716782,7.82223,0.03961
55209.9723726,7.47103,0.03565
55209.9730671,7.64973,0.04418
55209.9737847,7.42443,0.03298
55209.9744675,7.46373,0.03615
55209.9751504,7.64243,0.04398
55209.9758449,7.28533,0.03021
55209.9765625,7.33203,0.03199
55209.9779398,7.94723,0.05801
55209.9786458,7.74923,0.04229
55209.9793171,7.42073,0.0313
55209.9807175,6.97413,0.02256
55209.9814004,7.12223,0.02569
55209.9821064,7.25483,0.03209
55209.9827893,7.25483,0.02746
55209.9835069,7.15223,0.02716
55209.9841898,7.26753,0.03061
55209.9848726,7.40153,0.02864
55209.9862731,7.14323,0.02608
55209.986956,7.44133,0.03179
55209.9876504,7.52753,0.0313
55209.988368,7.29713,0.02746
55209.9890509,7.11313,0.02334
55209.9904282,7.33483,0.03061
55209.9911226,6.99763,0.02188
55209.9918287,7.00763,0.02129
55209.9925347,6.92603,0.02061
55209.993206,6.97193,0.02051
55209.9939236,7.03013,0.02227
55209.994618,7.05843,0.02178
55209.9953009,7.09753,0.02363
55209.9960069,7.11223,0.02285
55209.9966782,7.35523,0.02785
55209.9973958,7.22473,0.02677
55209.9980671,7.22253,0.02647
55209.9987847,7.19643,0.02471
55209.999456,7.21573,0.02608
55210.0001736,7.14573,0.02432
55210.0008449,7.27733,0.02598
55210.0015393,7.40433,0.02933
55210.0022337,7.43753,0.02834
55210.0029282,7.51163,0.03061
55210.0036458,7.10333,0.02696
55210.0043171,7.22303,0.02657
55210.0050115,7.24163,0.02736
55210.005706,7.21503,0.02716
55210.0064004,7.24013,0.02481
55210.007118,7.29793,0.02618
55210.0078356,7.51493,0.0316
55210.0084837,7.20543,0.02461
55210.0091898,7.13993,0.02618
55210.0098726,7.25113,0.02657
55210.0105902,7.27213,0.02687
55210.0112847,6.89893,0.02003
55210.011956,7.10323,0.02373
55210.012662,7.43593,0.0311
55210.0133449,7.73323,0.04587
55210.0140856,7.59693,0.03169
55210.0147337,7.38913,0.02903
55210.0154398,7.27543,0.02706
55210.0161458,7.26223,0.02579
55127.1473842,7.39464,0.02087
55210.0168171,7.08673,0.02412
55127.1481134,7.46984,0.02126
55210.0175347,7.08333,0.02363
55127.1487615,7.39724,0.01981
55210.018206,7.13153,0.02432
55127.1494791,7.36044,0.01952
55210.0189236,7.07813,0.02324
55127.1501736,7.41264,0.02019
55210.0196064,7.10323,0.02324
55210.0202893,6.95133,0.02197
55210.0210069,6.96163,0.0209
55210.0216782,6.95353,0.02022
55210.0223842,6.90983,0.02051
55210.0230671,6.86113,0.01993
55210.0237615,6.79203,0.01858
55210.0244907,6.81963,0.0182
55210.0251504,6.89823,0.0211
55210.0258449,6.79403,0.0182
55210.0265509,6.83173,0.01877
55210.0272569,6.81633,0.01868
55210.0279398,6.65613,0.01685
55210.0286689,6.66843,0.01791
55210.0293171,6.73933,0.01839
55210.0300231,6.71533,0.01752
55210.030706,6.74833,0.01733
55210.0314004,6.71813,0.01762
55210.0321064,6.74313,0.01733
55210.0328125,6.71483,0.01705
55210.0334837,6.66463,0.01733
55210.0342013,6.71483,0.01781
55210.0348726,6.68703,0.01695
55210.0355787,6.68443,0.01724
55210.0362615,6.68373,0.01733
55210.0369791,6.70383,0.01781
55210.0376504,6.67603,0.01685
55210.038368,6.73283,0.018
55210.0390509,6.82893,0.01916
55210.0397337,6.93693,0.02003
55210.0404282,7.09223,0.02285
55276.8862615,8.52524,0.08181
55210.0411226,7.04723,0.02295
55210.0418287,7.00643,0.02168
55276.8876504,8.32194,0.06946
55210.0425347,6.88243,0.02013
55276.8890509,7.03234,0.05843
55210.043206,6.77103,0.0181
55276.8904282,8.51424,0.07195
55210.0439004,6.79533,0.0182
55210.044618,6.79463,0.01839
55276.8918287,8.23584,0.06191
55210.0453125,6.76603,0.01781
55276.8925347,8.53144,0.07643
55210.0460069,6.70783,0.01685
55210.0467013,6.65803,0.01752
55210.0473958,6.67753,0.01685
55210.0480671,6.66193,0.01647
55210.0487615,6.59003,0.0159
55210.049456,6.58593,0.01714
55210.0501504,6.59343,0.01581
55210.0508449,6.58873,0.016
55210.0515625,6.62503,0.01628
55210.0522337,6.61963,0.01619
55210.0529282,6.60703,0.01609
55210.0536226,6.59903,0.016
55210.0543171,6.63953,0.01628
55210.0550347,6.57613,0.01571
55210.0557291,6.61383,0.01619
55210.0564236,6.61013,0.01628
55210.0570833,6.64993,0.01628
55210.0578125,6.63053,0.0159
55210.0584837,6.58953,0.01619
55210.0592129,6.61313,0.01657
55210.0598958,6.59543,0.0159
55210.0605671,6.60063,0.01571
55210.0612615,6.64683,0.01628
55210.061956,6.64393,0.01657
55210.0626851,6.60153,0.01657
55210.0633449,6.63993,0.01619
55210.0640625,6.64253,0.01657
55210.0647569,6.59843,0.01695
55210.0654282,6.65523,0.01638
55210.0661574,6.66393,0.01666
55210.0668402,6.68123,0.01676
55210.0675115,6.62043,0.01676
55210.068206,6.66623,0.01666
55210.0689004,6.67093,0.01743
55210.0696064,6.65773,0.01695
55210.0702893,6.67383,0.01705
55210.07103,6.67643,0.01666
55210.0716782,6.66983,0.01666
55210.0723842,6.67153,0.01685
55210.0730902,6.67463,0.01695
55210.0737615,6.69493,0.01743
55210.0744675,6.70893,0.01714
55210.0751736,6.69653,0.01714
55210.0758449,6.74193,0.01733
55210.076574,6.72843,0.01724
55210.0772337,6.75553,0.01685
55210.0779398,6.72133,0.01743
55210.0786458,6.72163,0.01781
55210.0793171,6.71773,0.01772
55210.0800231,6.71243,0.01772
55210.0807291,6.69343,0.0182
55210.0814004,6.70373,0.01906
55210.0821064,6.77673,0.01829
55210.0827893,6.75853,0.01733
55210.0835069,6.69653,0.01906
55210.0841782,6.74363,0.0182
55210.0848958,6.72633,0.0182
55210.0855787,6.78093,0.01868
55210.0862615,6.76673,0.01829
55210.086956,6.77913,0.01955
55210.087662,6.78993,0.01887
55210.0883564,6.80673,0.01858
55210.0890509,6.82233,0.01916
55210.0897337,6.85013,0.01926
55210.0904282,6.84563,0.01984
55210.0911226,6.87303,0.01916
55210.0918287,6.87423,0.02003
55210.0925578,6.81873,0.02013
55210.093206,6.88933,0.01984
55210.0939236,6.92493,0.02051
55210.094618,6.87323,0.02013
55210.0953125,6.91113,0.02236
55210.0960069,6.99103,0.0209
55210.0966898,6.89063,0.02071
55210.0973958,6.91853,0.02081
55210.0980671,6.99213,0.0209
55210.0987847,6.97813,0.02139
55210.099456,7.00133,0.02275
55210.1001736,6.98993,0.02217
55210.1008449,6.99793,0.02149
55210.1015393,7.00653,0.02227
55210.1022337,7.05763,0.02295
55210.1029513,6.99853,0.02344
55210.1036226,7.04023,0.02334
55210.1043402,7.07933,0.02412
55276.9730902,7.99184,0.04466
55210.1050115,7.04203,0.02334
55276.9737615,7.78594,0.04062
55210.105706,7.08843,0.02432
55276.974456,8.07684,0.04951
55210.1064236,7.10053,0.02422
55276.975162,8.57864,0.07275
55210.1070949,7.14513,0.02324
55276.9765393,7.99164,0.07842
55210.1078125,7.07483,0.02383
55276.9772337,8.24514,0.05674
55210.1085069,7.11873,0.02549
55276.9779398,8.83854,0.08998
55210.1091782,7.04683,0.02334
55276.9793171,7.72084,0.0361
55210.1098958,7.05583,0.02275
55210.1105671,7.06773,0.02363
55276.9807291,7.01674,0.03689
55149.1029282,7.66864,0.01927
55210.1119907,7.08633,0.02471
55149.1036226,7.66244,0.01976
55210.1126504,7.12043,0.02383
55149.1043402,7.73944,0.02045
55210.1133449,7.08153,0.02314
55149.1050231,7.75614,0.02045
55210.1140625,7.15963,0.02432
55149.1057291,7.73794,0.01957
55210.1147569,7.07573,0.02412
55210.1154282,7.12113,0.02461
55210.1161458,7.09493,0.02393
55210.1168171,7.06603,0.02373
55210.1175115,7.06863,0.02383
55210.1182175,7.07923,0.02451
55210.1189236,7.06853,0.0252
55210.1196296,7.10673,0.02559
55210.1203125,7.16003,0.0251
55237.8654513,7.48108,0.01717
55210.1209837,7.09233,0.02373
55237.8661342,7.50498,0.01785
55210.1217013,7.06553,0.02539
55237.8668402,7.48748,0.01756
55210.1223842,7.08713,0.02422
55237.8675115,7.46768,0.01765
55237.8682407,7.47188,0.01765
55210.1237731,7.06663,0.02402
55237.8688888,7.46168,0.01765
55210.124456,7.06283,0.02451
55210.1258564,7.02013,0.02344
55237.8716782,7.44438,0.01717
55210.1265393,7.01963,0.02305
55237.8723842,7.49138,0.01639
55210.1272569,6.98363,0.02305
55237.8730902,7.51768,0.01688
55210.1279398,6.98093,0.02285
55237.8737615,7.50028,0.01707
55210.1286458,6.99883,0.02197
55237.874456,7.52228,0.01726
55210.1293287,6.97393,0.02168
55237.8751736,7.64948,0.01902
55210.1300115,6.99453,0.02217
55237.8758449,8.08148,0.02719
55210.130706,7.02213,0.02246
55237.8765509,8.33848,0.03562
55237.8772337,8.50138,0.05345
55210.1314236,6.97163,0.02168
55210.1321296,6.93773,0.02197
55210.1328125,6.91263,0.02139
55210.1334837,6.92653,0.0211
55210.1341782,6.93043,0.0209
55210.1348958,6.87033,0.02022
55210.1355671,6.86203,0.02032
55210.1362615,6.84003,0.01955
55210.136956,6.87683,0.02013
55210.1376504,6.84143,0.01916
55210.1383449,6.83493,0.01964
55210.1390509,6.80273,0.01848
55210.1397569,6.82763,0.01964
55210.1404282,6.78033,0.01916
55210.1411226,6.81613,0.01945
55210.1418171,6.79283,0.0182
55210.1425115,6.78423,0.01945
55210.143206,6.76153,0.0182
55210.1439004,6.77703,0.01887
55210.1445949,6.75183,0.01848
55210.1453125,6.77693,0.0181
55210.1459837,6.75013,0.0181
55210.1466782,6.72173,0.01772
55210.1473726,6.73473,0.0182
55210.1480671,6.70563,0.01762
55210.1487615,6.65323,0.0181
55210.149456,6.68573,0.01762
55210.1501504,6.65743,0.01714
55210.150868,6.70723,0.01733
55210.1515509,6.68453,0.01685
55210.1522337,6.71343,0.01714
55210.1529513,6.68843,0.01762
55210.1536342,6.69143,0.01724
55210.1543171,6.61563,0.01685
55210.1550115,6.67233,0.01676
55210.155706,6.64293,0.01628
55210.156412,6.66283,0.01666
55210.157118,6.66573,0.01695
55210.1577893,6.64203,0.01657
55210.1584953,6.58543,0.01695
55210.1591782,6.60253,0.01666
55210.1598958,6.64483,0.01638
55210.1605787,6.63363,0.01695
55210.1612615,6.66113,0.01714
55210.1619791,6.61953,0.01666
55210.1626504,6.58583,0.01619
55210.163368,6.57993,0.01619
55210.1640393,6.60593,0.016
55210.1647337,6.58753,0.01628
55210.1654282,6.59313,0.01609
55210.1661342,6.60593,0.01628
55210.1668171,6.59083,0.016
55210.1675462,6.57513,0.01628
55210.1682407,6.60633,0.01619
55210.1689004,6.58573,0.01638
55210.1695949,6.59683,0.01657
55210.1702893,6.60843,0.01638
55210.1709953,6.59803,0.01714
55210.1716782,6.58103,0.01609
55210.1723726,6.68833,0.01752
55210.1730787,6.66343,0.0181
55210.1737847,6.68853,0.01724
