MJD,mag,mag_err
55908.0092013,7.543,0.06892
55908.0098958,7.72061,0.07461
55908.0105902,7.62931,0.07751
55857.2105671,8.11375,0.03917
55857.211956,8.18245,0.04196
55857.212662,8.10385,0.04256
55857.2140625,8.01005,0.03947
55857.2147453,7.98455,0.04047
55857.2155208,8.04505,0.03838
55857.2161226,8.02835,0.03838
55857.2168171,8.00205,0.03519
55933.94125,5.93857,0.06121
55933.941956,7.88557,0.15012
55933.942662,8.34867,0.13734
55933.9433449,7.56057,0.12485
55934.9614004,7.81238,0.10622
55934.9620949,7.71678,0.10882
55934.9627893,7.88278,0.10612
55934.9634953,7.90678,0.1332
55934.9641666,7.67369,0.09244
55934.9648726,7.98059,0.11581
55934.9655902,7.94668,0.08835
55934.9662615,7.87879,0.09993
55934.966956,7.84488,0.11491
55934.9676504,7.71208,0.08625
55934.9690393,7.71898,0.09214
55934.9697337,7.89429,0.10213
55934.9704282,7.84859,0.08396
55934.9711226,7.81668,0.08316
55934.9718171,8.06888,0.09684
55934.9725347,7.70128,0.10762
55935.0586342,7.68728,0.07129
55935.0593055,7.67418,0.05863
55935.0600115,7.73798,0.0661
55935.060706,7.77549,0.06361
55935.0614004,7.69728,0.0669
55935.0620949,7.83138,0.0649
55935.0628472,7.80079,0.06171
55935.0634837,7.75048,0.07767
55935.0641782,7.67808,0.0669
55935.0648726,7.72058,0.07538
55935.0655671,7.62338,0.08416
55935.0662615,8.06018,0.07468
55935.066956,7.69909,0.06929
55935.0676504,7.78168,0.06849
55935.0683449,7.56958,0.08216
55935.0690393,7.79109,0.08855
55935.0697685,7.79828,0.08565
55935.0704513,7.76738,0.0649
55935.0711342,7.70168,0.08276
55935.0718171,7.59649,0.07697
55935.0725115,7.65769,0.08096
55935.0732175,7.88169,0.08176
55935.0739004,7.75249,0.08296
55935.0745949,7.93898,0.06929
55935.0752893,7.75958,0.07927
55935.0759837,7.71879,0.07378
55935.0767129,7.63478,0.07458
55935.0773842,7.84538,0.08645
55935.0780671,7.85098,0.09614
55935.0787615,7.79018,0.08595
55935.079456,7.58838,0.08845
55935.0801504,7.82978,0.09764
55935.0808333,7.72649,0.09654
55935.0815393,7.90358,0.08276
55935.0822453,7.66788,0.07757
55935.0829166,7.87539,0.09364
55935.0843171,7.79478,0.08416
55935.0850115,8.00218,0.08096
55935.085706,8.16349,0.10433
55935.0864004,7.79939,0.09853
55935.0877893,7.85468,0.09404
55935.0891782,7.94888,0.08146
55935.0898726,7.93058,0.11072
55935.0906134,8.16118,0.09085
55935.0912731,8.10079,0.08096
55935.091956,8.06688,0.08316
55935.0933449,8.29668,0.09783
55935.0940277,8.35628,0.11681
55935.0954282,8.16678,0.11761
55909.0772569,6.37762,0.04407
55894.0383564,7.81903,0.03415
55909.0779513,6.57742,0.05444
55894.0390509,7.88453,0.03584
55909.0786458,7.19012,0.0742
55894.0397569,7.96943,0.03594
55909.0793402,7.26862,0.0749
55894.0404513,7.87203,0.03584
55909.0800347,8.04342,0.10267
55894.0411342,7.88243,0.03554
55909.0807291,8.17262,0.0778
55894.0418981,7.86263,0.03405
55909.0814236,8.34372,0.09008
55894.0425115,7.88553,0.03673
55909.0821064,8.44462,0.09308
55894.043206,7.96473,0.03604
55909.0828125,8.48752,0.08709
55894.0439236,7.90123,0.03882
55909.0836111,8.31752,0.08779
55909.1286458,7.55532,0.04467
55909.1293287,7.52142,0.04049
55909.1300231,7.58922,0.04288
55909.1307291,7.55792,0.04118
55909.1314236,7.63452,0.04198
55909.1322106,7.51152,0.0378
55909.1328009,7.54332,0.04029
55909.1335069,7.48502,0.04138
55909.1342013,7.45762,0.04268
55909.1348958,7.44332,0.038
55909.1355902,7.46822,0.04138
55909.1362847,7.51962,0.04158
55909.1369675,7.51652,0.03969
55909.1376736,7.46552,0.03979
55909.138368,7.41702,0.038
55909.139155,7.51512,0.0378
55909.1397453,7.54282,0.03979
55909.1404513,7.53862,0.04009
55909.1411458,7.51962,0.03869
55909.1418402,7.49202,0.0382
55909.1425347,7.45782,0.037
55909.1432175,7.50452,0.0375
55909.1439236,7.50822,0.03959
55909.144618,7.37252,0.0381
55909.1453125,7.53262,0.03671
55909.1460995,7.41402,0.03641
55909.1467013,7.39912,0.0386
55909.1473958,7.47812,0.0384
55909.1480902,7.41962,0.037
55909.1487847,7.41172,0.0368
55909.1494791,7.45782,0.03631
55909.1501736,7.47252,0.0376
55909.150868,7.39622,0.0369
55909.1522569,7.39502,0.0372
55909.1530439,7.46962,0.04258
55909.1536574,7.38382,0.04078
55909.1543402,7.41192,0.04347
55909.1550347,7.44382,0.038
55909.1557291,7.49232,0.0369
55909.156412,7.40822,0.03611
55909.1571064,7.33212,0.0376
55909.1578009,7.53502,0.04407
55909.1585069,7.51442,0.0374
55909.1592013,7.47332,0.0371
55909.1599884,7.48542,0.038
55909.1605902,7.21142,0.04258
55909.1612847,7.47462,0.03651
55909.1619791,7.40592,0.03661
55909.1626736,7.41062,0.0374
55909.1633564,7.50812,0.04029
55909.1640625,7.51622,0.038
55894.125868,7.59453,0.02229
55894.1265625,7.60713,0.02534
55894.2175115,7.79913,0.03237
55894.2182291,7.75553,0.03624
55894.2189236,7.87503,0.03138
55894.2195949,7.92053,0.03147
55894.2203009,7.95513,0.03207
55894.2210069,7.96153,0.03286
55894.2216898,7.99273,0.03366
55894.2224768,7.96073,0.03197
55894.2230671,7.95003,0.03495
55859.1529745,7.65229,0.02742
55859.1536458,7.62049,0.02871
55859.1807638,7.92189,0.03437
55859.1814236,7.87119,0.03348
55859.182118,7.89449,0.03407
55859.1827893,7.90229,0.03348
55859.1834837,7.86819,0.03338
55859.1841782,7.92069,0.03358
55859.1848958,7.96989,0.03557
55859.1855787,7.81789,0.03547
55859.1862615,7.86429,0.03626
55859.1869675,7.93909,0.03656
55859.1877083,8.07909,0.03845
55859.188368,8.03439,0.03706
55859.2016203,8.04799,0.03915
55859.2022453,8.09019,0.03736
55859.2029513,8.17679,0.04035
55859.2036342,8.11859,0.03835
55859.2043171,8.10549,0.03845
55859.2050347,8.10629,0.04045
55859.205706,8.15179,0.03895
55859.2064236,8.05959,0.03706
55859.2070949,8.03219,0.03945
55859.2077893,8.11609,0.03925
55935.9378125,8.36492,0.13842
55859.2085995,8.03899,0.04354
55935.9384837,8.19182,0.13433
55859.2092013,8.02539,0.04144
55859.2098842,7.99219,0.03895
55935.9398726,8.23672,0.15201
55859.2105671,8.10059,0.03845
55935.9405555,8.26122,0.1667
55859.2112731,8.14449,0.03796
55935.9412615,8.25942,0.15511
55859.2119791,8.10639,0.04085
55935.941956,8.18112,0.16001
55859.2126736,8.10399,0.03716
55859.2133564,8.00649,0.03796
55859.2140393,8.00779,0.03596
55859.2147453,8.04879,0.03547
55859.2155324,8.13859,0.03626
55859.2161226,8.11259,0.03746
55859.2168402,7.94459,0.03477
55859.2175231,8.02729,0.03547
55859.2182175,7.94709,0.03417
55859.2189236,8.03889,0.03388
55859.219618,7.95699,0.03298
55859.2203009,7.93459,0.03258
55859.2209837,7.88269,0.03119
55859.2217013,7.81599,0.03298
55859.2223726,7.96839,0.03278
55859.2230902,7.91689,0.03149
55859.2237731,7.81909,0.03179
55859.224456,7.85779,0.03099
55859.2251504,7.84689,0.0291
55859.2258564,7.90479,0.03099
55859.2265393,7.83609,0.03119
55859.2272569,7.81949,0.0296
55859.2279398,7.81459,0.0292
55859.2286226,7.83289,0.0297
55859.2293981,7.83279,0.0296
55859.2300115,7.78339,0.0296
55859.2307291,7.72499,0.02801
55859.2314004,7.72789,0.0298
55859.232118,7.74449,0.02821
55859.2328009,7.76989,0.02791
55859.2334837,7.74399,0.02801
55859.2341782,7.71949,0.02692
55859.2348726,7.72129,0.02811
55859.2355671,7.73749,0.02752
55859.236331,7.71819,0.02682
55895.1230671,7.52078,0.02609
55895.1237615,7.51578,0.02638
55895.1244675,7.54548,0.02569
55895.1252199,7.51638,0.02628
55895.125868,7.52778,0.02599
55895.1265393,7.57578,0.02648
55895.1272569,7.58508,0.02638
55895.1279398,7.48198,0.02628
55895.1487731,7.43608,0.02204
55895.1501736,7.44038,0.02263
55895.150868,7.47268,0.02263
55895.1515509,7.47628,0.02263
55895.1522453,7.52038,0.02312
55895.1529861,7.46158,0.02293
55895.1536226,7.46598,0.02253
55895.1543171,7.50458,0.02293
55895.1550347,7.43938,0.02263
55895.1591898,7.46688,0.02302
55895.1599421,7.46408,0.02263
55895.1605671,7.47018,0.02312
55895.1612615,7.45358,0.02204
55895.1619791,7.47538,0.02214
55895.162662,7.44698,0.02312
55895.163368,7.45108,0.02243
55895.1640625,7.47458,0.02243
55895.1647337,7.51158,0.02302
55895.1654282,7.46458,0.02253
55895.1661342,7.46108,0.02243
55895.1668981,7.45928,0.02293
55895.1675115,7.45908,0.02342
55895.1682407,7.46608,0.02273
55895.1689004,7.49738,0.02293
55895.1695949,7.44578,0.02283
55895.1703125,7.48838,0.02332
55895.1709837,7.51338,0.02411
55895.1717013,7.52128,0.02283
55895.1723726,7.46768,0.02293
55895.1730671,7.50798,0.02322
55895.1738657,7.50878,0.02371
55895.174456,7.54718,0.02401
55895.1751736,7.47338,0.02312
55895.1758564,7.51368,0.02342
55895.1765393,7.48048,0.02342
55895.1772453,7.50838,0.02322
55895.1779513,7.49578,0.02381
55895.1786226,7.49288,0.02322
55895.1793171,7.52198,0.02312
55895.1800347,7.53528,0.02431
55895.1808217,7.59288,0.02411
55895.1814004,7.54838,0.02391
55895.1820949,7.54278,0.02441
55895.1828125,7.47498,0.02441
55895.1835069,7.60538,0.0248
55895.1841898,7.56138,0.02401
55895.1848726,7.55488,0.02391
55895.1855787,7.52878,0.02381
55895.1862615,7.52008,0.02312
55895.1869675,7.53138,0.02352
55895.1877546,7.55878,0.02441
55895.1883564,7.54928,0.0251
55895.1890393,7.54458,0.0247
55895.1897453,7.51258,0.02421
55895.1904282,7.55378,0.02441
55895.1911342,7.52988,0.0252
55895.1918171,7.56218,0.02431
55895.1925231,7.58038,0.02441
55895.1932175,7.51988,0.02371
55895.1939004,7.54918,0.0245
55895.1946527,7.58368,0.0245
55895.1952893,7.57928,0.02539
55895.1959837,7.61898,0.02589
55860.1793171,7.87346,0.03326
55860.1800115,7.91716,0.03237
55860.1808449,7.92346,0.03237
55860.1814236,7.97756,0.03356
55860.1821064,7.93146,0.03296
55860.1835069,7.97046,0.03486
55860.1842013,7.99166,0.03376
55860.1848842,7.89266,0.03386
55860.1855671,7.92606,0.03426
55860.1862731,7.92866,0.03416
55937.0598958,7.71954,0.04841
55937.0605902,7.69504,0.0496
55937.0612847,7.73704,0.0512
55937.0619791,7.85154,0.06106
55937.0627546,7.85674,0.05508
55937.063368,7.85804,0.05847
55937.0640625,6.16834,0.04383
55937.0654513,7.99064,0.09081
55937.0668518,8.37364,0.13937
55937.0682291,6.35574,0.08202
55937.0696527,7.95454,0.18355
55937.0710069,7.87274,0.08092
55937.0723842,7.73574,0.06246
55937.0730787,7.71564,0.08252
55937.0744791,7.86914,0.06795
55937.0751736,7.84414,0.08082
55937.075868,8.29424,0.09371
55937.0766087,8.13364,0.0963
55937.0779513,8.02284,0.1011
55937.0786342,7.91124,0.08352
55937.0793287,8.94824,0.14227
55937.0800347,8.54024,0.13847
55937.0807291,8.33794,0.11789
55937.0821064,7.43814,0.12688
55937.0841898,8.03354,0.1027
55937.0855902,8.15714,0.07453
55937.0870023,8.07524,0.07733
55937.087662,8.02944,0.06795
55937.088368,8.04144,0.06486
55937.0890625,8.10404,0.06934
55937.0904976,8.12214,0.07364
55937.0911458,8.13344,0.07134
55937.0918402,8.20754,0.06925
55937.0925347,8.33194,0.07344
55937.0932175,8.26604,0.08392
55937.093912,8.09774,0.06915
55937.094618,8.21424,0.08821
55937.0953125,8.18714,0.07224
55911.2807291,7.72156,0.04713
55911.2814236,7.61246,0.04325
55911.2821064,7.73916,0.04593
55911.2828125,7.63896,0.04344
55911.2835069,7.66586,0.04205
55911.2842013,7.72736,0.03927
55911.2849189,7.78016,0.04126
55911.2855902,7.76336,0.04016
55911.2862847,7.78946,0.03788
55911.2869791,7.72726,0.04315
55911.2876736,7.78496,0.04404
55911.2883912,7.70666,0.04424
55911.2890625,7.80066,0.04623
55911.2897569,7.80956,0.04882
55911.2904513,7.78016,0.04653
55911.2911458,7.79676,0.05529
55862.1918402,8.08676,0.0354
55862.1925115,7.90786,0.03858
55862.1939004,8.01436,0.03589
55862.1946412,8.15716,0.0355
55862.195324,8.14436,0.03669
55862.1959837,8.15906,0.03689
55862.1966782,8.09266,0.03808
55862.1973842,8.14446,0.03699
55862.1987615,8.15856,0.03739
55862.213368,8.21356,0.04107
55938.9265625,7.77912,0.05769
55938.9272569,7.68332,0.06836
55938.9279398,7.78712,0.06019
55938.9286342,7.78312,0.06617
55938.9293402,7.81322,0.05919
55938.9300231,7.60352,0.06846
55938.9307754,7.76892,0.06298
55940.0744675,8.56649,0.12257
55940.0772569,7.00719,0.11418
55940.0779398,8.33339,0.13696
55940.0786458,8.36989,0.13147
55940.0793402,6.18989,0.06733
55863.1808217,7.87109,0.0322
55863.181412,7.84379,0.03329
55863.1820949,7.86589,0.03309
55940.0842013,8.84809,0.20394
55863.1827893,7.90289,0.03359
55863.1834837,7.94219,0.03468
55863.1841898,7.95599,0.03309
55940.0862847,8.42139,0.13207
55863.1848726,7.87669,0.03349
55863.1855671,7.96769,0.03449
55863.1862615,7.91779,0.03419
55863.1869675,7.93289,0.03419
55863.1877662,7.99699,0.03568
55940.0897569,7.44349,0.12317
55940.0932291,9.37189,0.16655
55914.1793287,7.57816,0.03007
55914.1800231,7.48906,0.02948
55914.1808101,7.54466,0.02948
55914.1814236,7.46076,0.02888
55914.1821064,7.46446,0.02898
55914.1828009,7.49136,0.02997
55914.1834953,7.48616,0.02928
55914.1842245,7.55146,0.03027
55914.1848842,7.52506,0.02928
55914.1855787,7.47506,0.02938
55914.1862615,7.48936,0.02908
55914.1869791,7.54776,0.03036
55914.1877662,7.50166,0.02879
55914.1883564,7.53076,0.03017
55914.1890509,7.49736,0.02967
55914.1897453,7.52026,0.02967
55914.1904398,7.50156,0.02928
55914.1911342,7.58806,0.03086
55914.1918287,7.50796,0.02888
55914.1925231,7.51006,0.02908
55914.1932407,7.49796,0.03096
55914.1939236,7.48186,0.03066
55914.1947106,7.52066,0.03007
55914.1953125,7.57926,0.02997
55914.1960069,7.61616,0.03214
55914.1967013,7.52706,0.03056
55914.1973958,7.41646,0.03353
55914.1980787,7.55886,0.03135
55914.1987731,7.54666,0.03175
55914.1994675,7.54496,0.03294
55914.200162,7.53476,0.03086
55914.2008564,7.49766,0.03066
55914.2016435,7.58776,0.03155
55914.2022453,7.60156,0.03027
55914.2029398,7.49746,0.03363
55914.2036458,7.57126,0.03205
55914.2043287,7.62476,0.03234
55914.2050462,7.54736,0.03611
55914.2057175,7.56966,0.03145
55914.2064236,7.57706,0.03244
55914.207118,7.61266,0.03234
55914.2078009,7.53906,0.03224
55914.2085995,7.55606,0.03224
55914.2091898,7.66326,0.03294
55914.2098842,7.59276,0.03393
55914.2105787,7.62646,0.03363
55914.2112731,7.62056,0.03452
55914.2119907,7.61516,0.03304
55914.212662,7.60676,0.03274
55914.2133564,7.58076,0.03353
55914.2140509,7.64096,0.03343
55914.2147453,7.65686,0.03373
55941.0550347,8.21946,0.13188
55941.0564236,8.32256,0.13508
55941.0578125,8.29066,0.08222
55941.0591898,7.90266,0.05887
55941.0605902,7.96426,0.07573
55941.0626967,7.64936,0.05738
55941.063368,7.72366,0.06017
55941.0647569,7.58806,0.04065
55941.0654513,7.67036,0.03549
55941.0661574,7.72396,0.03658
55941.0668402,7.33416,0.04363
55941.0675347,7.31256,0.04542
55941.1633564,7.80416,0.06835
55941.1647569,7.65846,0.03648
55941.1654398,8.00546,0.04941
55941.1661458,7.69566,0.04174
55941.1669444,7.71956,0.07024
55941.1675462,8.03546,0.09591
55941.1689236,7.08166,0.05857
55941.1696296,8.25096,0.07044
55941.1709953,8.87626,0.14787
55941.1717013,7.92066,0.11419
55941.1723842,8.98066,0.20085
55941.1730902,8.54246,0.13428
55941.1738194,8.68886,0.11219
55941.1751736,7.45026,0.09211
55941.1779513,7.86666,0.13577
55941.1793287,7.65686,0.03807
55941.1800347,7.55636,0.03459
55941.1807754,7.31856,0.04582
55941.1814236,7.67696,0.05339
55941.1828125,9.11386,0.13917
55941.1842013,6.74656,0.06137
55917.0147569,7.75311,0.02993
55917.0154513,7.76271,0.03062
55917.0161342,7.71601,0.02983
55917.0168402,7.79091,0.03092
55917.0175347,7.74131,0.02963
55917.0182291,7.81261,0.03092
55941.1890625,8.62816,0.0978
55917.0189236,7.79721,0.03023
55917.0196064,7.67761,0.02983
55941.1897569,8.41196,0.17626
55917.0203125,7.65251,0.03112
55917.02103,7.39481,0.0327
55917.0217013,7.49041,0.03449
55941.1918518,8.84246,0.13458
55917.0223958,7.77901,0.02963
55917.0230902,7.71741,0.02924
55941.1932407,8.05756,0.12248
55941.1946643,8.01036,0.07474
55941.195324,9.06966,0.15207
55941.1960069,7.89136,0.06895
55941.1973958,7.61006,0.03956
55941.1980902,7.44106,0.05628
55941.1987847,8.42126,0.0968
55917.0793287,8.37151,0.04084
55917.0800347,8.28691,0.04194
55917.0807291,8.22161,0.03935
55917.0814236,8.24081,0.04015
55917.0821064,8.21021,0.04084
55917.0828125,8.29241,0.04084
55917.0835416,8.29811,0.03955
55917.0842013,8.31561,0.04025
55917.0848842,8.28411,0.03925
55917.0855902,8.28101,0.04074
55917.0862731,8.27891,0.03935
55917.0869791,8.38801,0.04094
55917.0876736,8.16591,0.04164
55917.088368,8.22741,0.03727
55917.0890625,8.31591,0.04134
55917.0897569,8.27331,0.03895
55917.0904976,8.20311,0.04383
55917.0911458,8.20051,0.03816
55917.0918402,8.20041,0.03995
55917.0925347,8.30351,0.04104
55917.0932291,8.26661,0.03796
55917.093912,8.19311,0.03866
55917.094618,8.29621,0.03965
55917.0953009,8.33301,0.04015
55917.0960069,8.20281,0.03647
55917.0967013,8.17241,0.03836
55917.0974421,8.18571,0.03746
55917.0980902,8.25111,0.03746
55917.1689236,7.66121,0.02431
55917.169618,7.66941,0.02519
55917.1703125,7.68431,0.02519
55917.1710069,7.74691,0.02628
55917.1716898,7.63751,0.02559
55917.1723958,7.68991,0.02539
55917.1730902,7.69301,0.02608
55917.1738773,7.67061,0.02618
55917.1744791,7.73291,0.02677
55917.175162,7.65661,0.02598
55917.175868,7.69081,0.02588
55917.1765625,7.63211,0.02569
55917.1772569,7.67231,0.02598
55917.1779398,7.68831,0.02598
55917.1786458,7.71851,0.02726
55917.1793402,7.58441,0.02441
55917.1800347,7.65901,0.02618
55917.180787,7.63151,0.02628
55917.181412,7.64621,0.02539
55917.182118,7.65421,0.02569
55917.1828125,7.64881,0.02628
55917.1835069,7.65301,0.02579
55917.1842013,7.71921,0.02628
55917.1848958,7.65151,0.02579
55917.1855787,7.71811,0.02648
55917.1862847,7.63661,0.02648
55917.1869791,7.68671,0.02628
55917.1877777,7.64971,0.02608
55917.188368,7.70851,0.02628
55917.189074,7.69751,0.02628
55917.1897569,7.70871,0.02707
55917.1904398,7.69691,0.02667
55917.1911458,7.71381,0.02677
55917.1918402,7.67091,0.02628
55917.1925231,7.66611,0.02618
55917.1932291,7.77271,0.02993
55917.1939236,7.70491,0.02736
55917.1947685,7.70251,0.02569
55917.1953125,7.69401,0.02569
55917.1960185,7.68421,0.02618
55917.1967129,7.65931,0.02786
55917.1973842,7.74831,0.02707
55917.1980902,7.72491,0.02667
55917.1987847,7.74551,0.02697
55917.1994791,7.71231,0.03003
55917.2001736,7.68841,0.02707
55917.200868,7.73091,0.02736
55917.2016666,7.71441,0.02648
55917.2022569,7.75841,0.02687
55917.2029513,7.73731,0.02707
55917.2036458,7.77611,0.02766
55917.2043402,7.76311,0.02766
55917.2050347,7.78121,0.02835
55865.2480902,7.2557,0.02704
55865.2487615,7.2935,0.02753
55865.2494791,7.1619,0.02586
55865.2501736,7.2823,0.02724
55865.2508564,7.2524,0.02645
55865.2515625,7.2866,0.02724
55865.2529398,7.2114,0.02655
55865.2536342,7.1373,0.02714
55865.2543171,7.1176,0.02714
55865.2557175,7.3327,0.02665
55941.9147569,7.95319,0.03458
55941.9154398,7.92729,0.033
55941.9161458,8.00429,0.03429
55941.9168634,8.00709,0.03478
55941.9175347,7.92739,0.0332
55941.9182291,7.97389,0.03379
55941.9189467,8.04399,0.03518
55941.9967013,7.69029,0.02559
55941.9973958,7.75989,0.02598
55941.9980787,7.70609,0.02608
55941.9987847,7.69539,0.02519
55941.9994791,7.77439,0.02687
55942.0002083,7.65999,0.0247
55942.000868,7.66099,0.0248
55942.0015509,7.69939,0.0248
55919.0349189,7.80635,0.02538
55919.0355787,7.77635,0.02479
55919.0362847,7.74995,0.02568
55919.0369791,7.78525,0.02509
55919.0376736,7.78425,0.02588
55919.0383564,7.85485,0.02607
55919.0390625,7.79715,0.02548
55919.0397569,7.77475,0.02548
55919.0404513,7.79965,0.02598
55919.0411342,7.76325,0.02489
55919.0425347,7.78225,0.02558
55919.0432175,7.80925,0.02558
55919.0439236,7.80745,0.02519
55919.0453125,7.82445,0.02519
55919.0460069,7.79455,0.02548
55944.0237847,7.53523,0.02476
55944.0244791,7.55073,0.02476
55944.0251736,7.59653,0.02505
55944.025868,7.51013,0.02633
55944.0265625,7.51303,0.02436
55944.0272569,7.56163,0.02515
55944.0279861,7.55383,0.02495
55944.0286342,7.49013,0.02436
55919.1265509,7.82315,0.02726
55919.1272569,7.77025,0.02627
55919.1279513,7.70425,0.02588
55919.1286458,7.80815,0.02676
55919.1293402,7.77725,0.02607
55919.1300347,7.82005,0.02657
55919.1307291,7.81095,0.02657
55919.131412,7.71895,0.02657
55919.1321643,7.77335,0.02598
55944.0869791,7.89273,0.03138
55944.0876736,7.88193,0.03098
55944.088368,7.90153,0.03168
55944.0932175,8.01533,0.03465
55944.0939236,7.97143,0.03356
55944.094618,8.03193,0.03674
55944.0953125,7.97193,0.03366
55944.0960069,8.03113,0.03565
55944.0967013,8.03553,0.03406
55944.0974421,8.06373,0.03475
55944.0980902,8.10673,0.03604
55944.0987847,8.05823,0.03535
55944.0994791,8.04523,0.03515
55944.1001736,8.12493,0.03575
55944.100868,8.14243,0.03694
55944.1015625,8.16433,0.03763
55944.1022569,8.08203,0.03724
55944.1029398,8.12783,0.03674
55944.1036458,8.05333,0.03495
55944.1044675,8.08383,0.03664
55944.1050347,8.09503,0.03714
55944.1057291,8.05493,0.03555
55944.1064236,8.12273,0.03634
55944.107118,8.16863,0.03734
55944.1078125,8.11163,0.03644
55944.1085069,8.09313,0.03614
55945.0689236,7.66171,0.02599
55945.0696412,7.68141,0.02638
55945.070324,7.69601,0.02708
55945.0710069,7.67301,0.02628
55945.0717013,7.69421,0.02717
55945.0723842,7.75961,0.02787
55945.0730902,7.77641,0.02787
55945.0737847,7.70001,0.02767
55920.1973842,7.47396,0.02338
55920.1980902,7.48976,0.02299
55920.1987847,7.49346,0.02329
55920.1994675,7.52856,0.0227
55920.2001736,7.53156,0.0226
55920.200868,7.51936,0.02368
55921.1696296,7.48815,0.02244
55921.1703125,7.49635,0.02284
55921.1709953,7.54135,0.02284
55921.1717013,7.46985,0.02274
55921.1723958,7.53275,0.02264
55921.1730902,7.50675,0.02235
55921.1738194,7.48335,0.02294
55921.1744791,7.52515,0.02333
55921.1751736,7.53905,0.02333
55921.175868,7.52935,0.02313
55921.1765509,7.50945,0.02294
55921.1772569,7.52945,0.02244
55921.1779513,7.48155,0.02304
55921.1786458,7.51225,0.02294
55921.1793402,7.46895,0.02254
55921.1800231,7.47255,0.02195
55921.180787,7.52795,0.02382
55921.1814236,7.52435,0.02274
55921.1821064,7.48155,0.02205
55921.1828125,7.51755,0.02343
55921.1835069,7.50425,0.02304
55921.1842013,7.50795,0.02313
55921.1848958,7.46165,0.02284
55921.1855787,7.53645,0.02304
55921.1862847,7.53915,0.02363
55921.1869791,7.48525,0.02284
55921.1877083,7.51275,0.02264
55921.188368,7.52705,0.02274
55921.1890625,7.54195,0.02313
55921.1897569,7.56895,0.02343
55921.1904513,7.57245,0.02353
55921.1911689,7.51875,0.02244
55921.1918287,7.53645,0.02313
55921.1925347,7.54815,0.02274
55921.1932291,7.54945,0.02353
55921.193912,7.55665,0.02343
55921.1946527,7.54665,0.02343
55921.1953125,7.56475,0.02373
55921.1960069,7.53865,0.02313
55921.1967013,7.55835,0.02382
55921.1973958,7.54465,0.02294
55921.1980902,7.56925,0.02402
55921.1987847,7.56925,0.02382
55921.1994791,7.59135,0.02353
55921.2001736,7.42885,0.02422
55921.2008564,7.56385,0.02402
55921.2016203,7.54955,0.02382
55921.2022569,7.53155,0.02333
55921.2029513,7.61755,0.02461
55921.2036342,7.60425,0.02442
55921.2043402,7.57235,0.02451
55921.2050347,7.61295,0.0253
55947.1487847,7.7821,0.02934
55947.1494791,7.7556,0.02954
55947.1501736,7.7448,0.02934
55947.150868,7.731,0.02836
55947.1515509,7.6841,0.02776
55947.1522569,7.7017,0.02766
55947.1529629,7.7592,0.02796
55947.1536458,7.7752,0.02845
55947.1543402,7.6452,0.02994
55947.1550347,7.6299,0.02826
55947.1557291,7.6783,0.02905
55947.156412,7.7565,0.02954
55947.157118,7.7195,0.02727
55947.1578125,7.6644,0.02717
55947.1585069,7.7758,0.02786
55947.1592013,7.7284,0.02796
55947.1599305,7.7057,0.02766
55947.1605902,7.7445,0.02776
55949.0251736,7.49538,0.02817
55949.0258564,7.58198,0.03005
55949.0265625,7.69358,0.03005
55949.0272569,7.62298,0.02995
55949.0279745,7.51038,0.03114
55949.0286458,7.51668,0.03194
55949.0293402,7.56978,0.02896
55922.2668402,8.00937,0.03018
55922.2675347,8.00367,0.02989
55922.2682291,7.87677,0.03098
55922.2689236,7.96357,0.0289
55922.269618,7.93747,0.02929
55922.2703125,7.98587,0.02969
55922.2710416,7.92927,0.02949
55922.2717013,7.93607,0.0281
55922.2723958,7.95917,0.0288
55922.2730902,7.87667,0.02721
55922.2737731,7.95057,0.02909
55922.2744791,7.83567,0.02771
55949.9862962,7.69685,0.02454
55949.9869791,7.63875,0.02434
55949.9876736,7.69505,0.02434
55949.988368,7.66525,0.02484
55949.9890509,7.62135,0.02365
55949.9897569,7.61105,0.02405
55949.9904513,7.65775,0.02346
55949.9911342,7.59725,0.02326
55949.9918402,7.63815,0.02385
55949.9925347,7.66885,0.02385
55949.9932523,7.64115,0.02326
55949.9939236,7.58335,0.02237
55949.994618,7.63145,0.02415
55949.9953125,7.61005,0.02336
55949.9960069,7.60025,0.02267
55949.9967013,7.60695,0.02326
55949.9973958,7.64345,0.02287
55949.9980902,7.58465,0.02336
55949.9987847,7.62045,0.02296
55949.9994791,7.55235,0.02218
55950.0001967,7.54095,0.02188
55950.000868,7.58065,0.02326
55950.0015625,7.53275,0.02257
55950.0022569,7.58305,0.02247
55950.0029513,7.54935,0.02188
55950.0036458,7.58905,0.02198
55950.0043402,7.52655,0.02159
55950.0050231,7.58275,0.02208
55950.0057291,7.58055,0.02228
55950.0064236,7.62975,0.02277
55950.0071412,7.56095,0.02198
55950.0078125,7.56775,0.02247
55950.0085069,7.58255,0.02198
55950.0092013,7.53675,0.02198
55950.0098958,7.58505,0.02149
55950.0105902,7.55475,0.02208
55950.0112731,7.56735,0.0212
55950.0119791,7.51255,0.0209
55950.0126736,7.50755,0.02178
55950.0133564,7.54845,0.02178
55950.0140856,7.53175,0.02129
55950.0147569,7.52685,0.021
55950.0154398,7.52265,0.0207
55950.0161458,7.54775,0.02178
55950.0168402,7.50835,0.02041
55950.0175347,7.51175,0.02149
55950.0182175,7.51645,0.02139
55950.0189236,7.52565,0.02139
55950.019618,7.51065,0.02061
